WKT,nama,deskripsi
"POLYGON ((110.0306061 -7.8964804, 110.3416565 -8.0256856, 110.3684357 -8.0644392, 110.6911591 -8.1854353, 110.8332947 -8.1997077, 110.8216218 -8.1453339, 110.8003357 -8.1643655, 110.7879761 -8.1541701, 110.7907227 -8.1181442, 110.7550171 -8.0243258, 110.7879761 -7.8209785, 110.7625702 -7.8107745, 110.7563904 -7.8257403, 110.7117585 -7.8039717, 110.6492737 -7.7978491, 110.5778626 -7.8087337, 110.5854157 -7.793087, 110.5641297 -7.7808414, 110.5387238 -7.7958082, 110.4940918 -7.7645133, 110.4597596 -7.5705691, 110.44534 -7.5433418, 110.4213074 -7.5549136, 110.3897217 -7.5957528, 110.3086976 -7.6522406, 110.2716187 -7.7032773, 110.2674988 -7.6508795, 110.2551392 -7.641352, 110.2386597 -7.65156, 110.143216 -7.642713, 110.1191834 -7.671295, 110.1342896 -7.6869462, 110.131543 -7.7379788, 110.1136902 -7.7692757, 110.0628785 -7.8121351, 110.0306061 -7.8964804))",DIY Yogyakarta,
