WKT,nama,deskripsi
"POLYGON ((106.7482879 -6.3607595, 106.7342117 -6.4330908, 106.7318085 -6.445543, 106.8919685 -6.446737, 106.89832 -6.4061384, 106.8916252 -6.3716781, 106.8742874 -6.3616126, 106.8739441 -6.3568356, 106.8708542 -6.3525704, 106.8634727 -6.3583711, 106.8586662 -6.3535941, 106.8517998 -6.3425045, 106.8401268 -6.3430163, 106.8342903 -6.3549589, 106.8169525 -6.3563238, 106.810086 -6.3650246, 106.8049362 -6.3634892, 106.7941215 -6.364854, 106.7927482 -6.3484759, 106.7966965 -6.3457461, 106.8093994 -6.3150355, 106.779702 -6.3174241, 106.7706039 -6.3561532, 106.7611626 -6.3570062, 106.7597893 -6.3609301, 106.7482879 -6.3607595))",Kota Depok,
