WKT,nama,deskripsi
"POLYGON ((106.7292652 -6.1190013, 106.7278919 -6.1852223, 106.7478046 -6.2220841, 106.7670307 -6.2664513, 106.8267689 -6.2971648, 106.8768941 -6.3074023, 106.8796407 -6.2869272, 106.8720875 -6.2684989, 106.8782674 -6.2411966, 106.9132863 -6.2480223, 106.954485 -6.2493874, 106.9476186 -6.1981925, 106.9414388 -6.1599637, 106.9208394 -6.1094429, 106.8899404 -6.1073947, 106.8899404 -6.1312903, 106.8576679 -6.1210495, 106.8199024 -6.1326558, 106.7828236 -6.1326558, 106.7292652 -6.1190013))",DKI Jakarta,
